NOMBRE;APELLIDOS;LEGISLATURA;FECHAINICIOLEGISLATURA;FECHAFINLEGISLATURA;LEGISLATURAACTUAL
María Consuelo;Rumí Ibáñez;Leg. VIII;02/04/2004;01/04/2008;N
María Consuelo;Rumí Ibáñez;Leg. IX;01/04/2008;13/12/2011;N
María Consuelo;Rumí Ibáñez;Leg. X;13/12/2011;13/01/2016;N
Francisco Javier;Rupérez Rubio;Leg. I;23/03/1979;18/11/1982;N
Francisco Javier;Rupérez Rubio;Leg. III;15/07/1986;21/11/1989;N
Francisco Javier;Rupérez Rubio;Leg. IV;21/11/1989;29/06/1993;N
Francisco Javier;Rupérez Rubio;Leg. V;29/06/1993;27/03/1996;N
Francisco Javier;Rupérez Rubio;Leg. VI;27/03/1996;05/04/2000;N
Francisco Javier;Rupérez Rubio;Leg. VII;05/04/2000;02/04/2004;N
Jerónimo;Saavedra Acevedo;Leg. Const.;14/07/1977;23/03/1979;N
Jerónimo;Saavedra Acevedo;Leg. I;23/03/1979;18/11/1982;N
Jerónimo;Saavedra Acevedo;Leg. II;18/11/1982;15/07/1986;N
Jerónimo;Saavedra Acevedo;Leg. VI;27/03/1996;05/04/2000;N
Marisa;Saavedra Muñoz;Leg. XIII;21/05/2019;03/12/2019;N
Marisa;Saavedra Muñoz;Leg. XIV;03/12/2019;17/08/2023;N
José;Sabalete Jiménez;Leg. I;23/03/1979;18/11/1982;N
Pedro Feliciano;Sabando Suárez;Leg. III;15/07/1986;21/11/1989;N
Inés;Sabanés Nadal;Leg. VI;27/03/1996;05/04/2000;N
Inés;Sabanés Nadal;Leg. XIV;03/12/2019;17/08/2023;N
Francesc Xavier;Sabaté Ibarz;Leg. V;29/06/1993;27/03/1996;N
Francesc Xavier;Sabaté Ibarz;Leg. VI;27/03/1996;05/04/2000;N
Francesc Xavier;Sabaté Ibarz;Leg. VII;05/04/2000;02/04/2004;N
Juan;Sabater Escudé;Leg. Const.;14/07/1977;23/03/1979;N
Juan;Sabater Escudé;Leg. I;23/03/1979;18/11/1982;N
Inmaculada;Sabater Llorens;Leg. Const.;14/07/1977;23/03/1979;N
Eduardo;Saborido Galán;Leg. I;23/03/1979;18/11/1982;N
Luis;Sacrest Villegas;Leg. Const.;14/07/1977;23/03/1979;N
Javier Luis;Sáenz Cosculluela;Leg. Const.;14/07/1977;23/03/1979;N
Javier Luis;Sáenz Cosculluela;Leg. I;23/03/1979;18/11/1982;N
Javier Luis;Sáenz Cosculluela;Leg. II;18/11/1982;15/07/1986;N
Javier Luis;Sáenz Cosculluela;Leg. III;15/07/1986;21/11/1989;N
Javier Luis;Sáenz Cosculluela;Leg. IV;21/11/1989;29/06/1993;N
Javier Luis;Sáenz Cosculluela;Leg. V;29/06/1993;27/03/1996;N
Javier Luis;Saenz Cosculluela;Leg. VI;27/03/1996;05/04/2000;N
María Soraya;Sáenz de Santamaría Antón;Leg. VIII;02/04/2004;01/04/2008;N
María Soraya;Sáenz de Santamaría Antón;Leg. IX;01/04/2008;13/12/2011;N
María Soraya;Sáenz de Santamaría Antón;Leg. X;13/12/2011;13/01/2016;N
María Soraya;Sáenz de Santamaría Antón;Leg. XI;13/01/2016;19/07/2016;N
María Soraya;Sáenz de Santamaría Antón;Leg. XII;19/07/2016;21/05/2019;N
José Félix;Sáenz Lorenzo;Leg. I;23/03/1979;18/11/1982;N
José Félix;Sáenz Lorenzo;Leg. II;18/11/1982;15/07/1986;N
José Félix;Sáenz Lorenzo;Leg. III;15/07/1986;21/11/1989;N
José Félix;Sáenz Lorenzo;Leg. IV;21/11/1989;29/06/1993;N
José Félix;Sáenz Lorenzo;Leg. V;29/06/1993;27/03/1996;N
Eva;Sáenz Royo;Leg. VIII;02/04/2004;01/04/2008;N
Juan Ignacio;Sáenz-Díez Gándara;Leg. Const.;14/07/1977;23/03/1979;N
Juan Ignacio;Sáenz-Díez Gándara;Leg. I;23/03/1979;18/11/1982;N
Pablo;Sáez Alonso-Muñumer;Leg. XIII;21/05/2019;03/12/2019;N
Pablo;Sáez Alonso-Muñumer;Leg. XIV;03/12/2019;17/08/2023;N
Pablo;Sáez Alonso-Muñumer;Leg. XV;17/08/2023;;S
Emilio;Sáez Cruz;Leg. XV;17/08/2023;;S
Àlex;Sáez Jubero;Leg. VIII;02/04/2004;01/04/2008;N
Àlex;Sáez Jubero;Leg. IX;01/04/2008;13/12/2011;N
Àlex;Sáez Jubero;Leg. X;13/12/2011;13/01/2016;N
María Teresa;Sagarna Alberdi;Leg. VII;05/04/2000;02/04/2004;N
Fernando;Sagaseta Cabrera;Leg. I;23/03/1979;18/11/1982;N
Idoia;Sagastizabal Unzetabarrenetxea;Leg. XII;19/07/2016;21/05/2019;N
Idoia;Sagastizabal Unzetabarrenetxea;Leg. XIII;21/05/2019;03/12/2019;N
Idoia;Sagastizabal Unzetabarrenetxea;Leg. XIV;03/12/2019;17/08/2023;N
Idoia;Sagastizabal Unzetabarrenetxea;Leg. XV;17/08/2023;;S
Luis Carlos;Sahuquillo García;Leg. IX;01/04/2008;13/12/2011;N
Luis Carlos;Sahuquillo García;Leg. X;13/12/2011;13/01/2016;N
Luis Carlos;Sahuquillo García;Leg. XI;13/01/2016;19/07/2016;N
Luis Carlos;Sahuquillo García;Leg. XII;19/07/2016;21/05/2019;N
Luis Carlos;Sahuquillo García;Leg. XIII;21/05/2019;03/12/2019;N
Luis Carlos;Sahuquillo García;Leg. XIV;03/12/2019;17/08/2023;N
Luis Carlos;Sahuquillo García;Leg. XV;17/08/2023;;S
Luis;Sainz Aja;Leg. III;15/07/1986;21/11/1989;N
Luis;Sainz Aja;Leg. IV;21/11/1989;29/06/1993;N
María Jesús;Sainz García;Leg. IV;21/11/1989;29/06/1993;N
María Jesús;Sainz García;Leg. V;29/06/1993;27/03/1996;N
María Jesús;Sainz García;Leg. VI;27/03/1996;05/04/2000;N
María Jesús;Sainz García;Leg. VII;05/04/2000;02/04/2004;N
María Jesús;Sainz García;Leg. VIII;02/04/2004;01/04/2008;N
María;Sainz Martín;Leg. XV;17/08/2023;;S
Ramón;Sala Canadell;Leg. Const.;14/07/1977;23/03/1979;N
Ramón;Sala Canadell;Leg. I;23/03/1979;18/11/1982;N
Pilar;Salarrullana De Verda;Leg. III;15/07/1986;21/11/1989;N
José Nicolás de;Salas Moreno;Leg. III;15/07/1986;21/11/1989;N
José Nicolás de;Salas Moreno;Leg. IV;21/11/1989;29/06/1993;N
Mª Isabel;Salazar Bello;Leg. VIII;02/04/2004;01/04/2008;N
Francisco José;Salazar Rodríguez;Leg. XIII;21/05/2019;03/12/2019;N
Francisco José;Salazar Rodríguez;Leg. XIV;03/12/2019;17/08/2023;N
Francisco José;Salazar Rodríguez;Leg. XV;17/08/2023;;S
Elena;Salgado Méndez;Leg. IX;01/04/2008;13/12/2011;N
María Isabel;Salinas García;Leg. VI;27/03/1996;05/04/2000;N
José Miguel;Salinas Moya;Leg. I;23/03/1979;18/11/1982;N
José Miguel;Salinas Moya;Leg. II;18/11/1982;15/07/1986;N
María;Salom Coll;Leg. VIII;02/04/2004;01/04/2008;N
María;Salom Coll;Leg. IX;01/04/2008;13/12/2011;N
Juan;Salord Torrent;Leg. VII;05/04/2000;02/04/2004;N
Juan;Salord Torrent;Leg. VIII;02/04/2004;01/04/2008;N
María Isabel;Salud Areste;Leg. XII;19/07/2016;21/05/2019;N
Antonio;Salvá Verd;Leg. XIV;03/12/2019;17/08/2023;N
Carlos Casimiro;Salvador Armendáriz;Leg. VIII;02/04/2004;01/04/2008;N
Carlos Casimiro;Salvador Armendáriz;Leg. IX;01/04/2008;13/12/2011;N
Carlos Casimiro;Salvador Armendáriz;Leg. X;13/12/2011;13/01/2016;N
Carlos Casimiro;Salvador Armendáriz;Leg. XI;13/01/2016;19/07/2016;N
Carlos Casimiro;Salvador Armendáriz;Leg. XII;19/07/2016;21/05/2019;N
Luis Miguel;Salvador García;Leg. XI;13/01/2016;19/07/2016;N
Luis Miguel;Salvador García;Leg. XII;19/07/2016;21/05/2019;N
Jordi;Salvador i Duch;Leg. XI;13/01/2016;19/07/2016;N
Jordi;Salvador i Duch;Leg. XII;19/07/2016;21/05/2019;N
Jordi;Salvador i Duch;Leg. XIII;21/05/2019;03/12/2019;N
Jordi;Salvador i Duch;Leg. XIV;03/12/2019;17/08/2023;N
Jordi;Salvador i Duch;Leg. XV;17/08/2023;;S
Javier;Sampedro Sampedro;Leg. V;29/06/1993;27/03/1996;N
Francisco;San Martín Sala;Leg. V;29/06/1993;27/03/1996;N
Francisco;Sanabria Escudero;Leg. II;18/11/1982;15/07/1986;N
José Ignacio;Sánchez Amor;Leg. X;13/12/2011;13/01/2016;N
José Ignacio;Sánchez Amor;Leg. XI;13/01/2016;19/07/2016;N
José Ignacio;Sánchez Amor;Leg. XII;19/07/2016;21/05/2019;N
Manuel;Sánchez Ayuso;Leg. Const.;14/07/1977;23/03/1979;N
Manuel;Sánchez Ayuso;Leg. I;23/03/1979;18/11/1982;N
Virginio;Sánchez Barberán;Leg. II;18/11/1982;15/07/1986;N
Virginio;Sánchez Barberán;Leg. III;15/07/1986;21/11/1989;N
José Juan;Sánchez Barrera;Leg. X;13/12/2011;13/01/2016;N
Jerónimo;Sánchez Blanco;Leg. Const.;14/07/1977;23/03/1979;N
Ángel Luis;Sánchez Bolaños;Leg. II;18/11/1982;15/07/1986;N
Ángel Luis;Sánchez Bolaños;Leg. III;15/07/1986;21/11/1989;N
Ángel Luis;Sánchez Bolaños;Leg. IV;21/11/1989;29/06/1993;N
Ricardo;Sánchez Candelas;Leg. III;15/07/1986;21/11/1989;N
Miguel;Sánchez de Alcázar Ocaña;Leg. X;13/12/2011;13/01/2016;N
Enrique;Sánchez de León Pérez;Leg. Const.;14/07/1977;23/03/1979;N
Enrique;Sánchez de León Pérez;Leg. I;23/03/1979;18/11/1982;N
Víctor Manuel;Sánchez del Real;Leg. XIII;21/05/2019;03/12/2019;N
Víctor Manuel;Sánchez del Real;Leg. XIV;03/12/2019;17/08/2023;N
María Carmen;Sánchez Díaz;Leg. VII;05/04/2000;02/04/2004;N
María Carmen;Sánchez Díaz;Leg. VIII;02/04/2004;01/04/2008;N
María Carmen;Sánchez Díaz;Leg. IX;01/04/2008;13/12/2011;N
María Carmen;Sánchez Díaz;Leg. X;13/12/2011;13/01/2016;N
María Carmen;Sánchez Díaz;Leg. XV;17/08/2023;;S
María Dolores;Sánchez Díaz;Leg. V;29/06/1993;27/03/1996;N
Ovidio;Sánchez Díaz;Leg. X;13/12/2011;13/01/2016;N
Mariano;Sánchez Escobar;Leg. XIII;21/05/2019;03/12/2019;N
Mariano;Sánchez Escobar;Leg. XIV;03/12/2019;17/08/2023;N
María Pía;Sánchez Fernández;Leg. VIII;02/04/2004;01/04/2008;N
Julio César;Sánchez Fierro;Leg. VIII;02/04/2004;01/04/2008;N
Adolfo;Sánchez García;Leg. Const.;14/07/1977;23/03/1979;N
Celinda;Sánchez García;Leg. VIII;02/04/2004;01/04/2008;N
Celinda;Sánchez García;Leg. IX;01/04/2008;13/12/2011;N
Celinda;Sánchez García;Leg. X;13/12/2011;13/01/2016;N
José María;Sánchez García;Leg. XIV;03/12/2019;17/08/2023;N
José María;Sánchez García;Leg. XV;17/08/2023;;S
María Jesús Celinda;Sánchez García;Leg. VI;27/03/1996;05/04/2000;N
María Jesús Celinda;Sánchez García;Leg. VII;05/04/2000;02/04/2004;N
Joaquín Manuel;Sánchez Garrido;Leg. VII;05/04/2000;02/04/2004;N
Josep;Sánchez i Llibre;Leg. V;29/06/1993;27/03/1996;N
Josep;Sánchez i Llibre;Leg. VI;27/03/1996;05/04/2000;N
Josep;Sánchez i Llibre;Leg. VII;05/04/2000;02/04/2004;N
Josep;Sánchez i Llibre;Leg. VIII;02/04/2004;01/04/2008;N
Josep;Sánchez i Llibre;Leg. IX;01/04/2008;13/12/2011;N
Josep;Sánchez i Llibre;Leg. X;13/12/2011;13/01/2016;N
Raquel;Sánchez Jiménez;Leg. XV;17/08/2023;;S
María Soledad;Sánchez Jódar;Leg. VIII;02/04/2004;01/04/2008;N
Marisol;Sánchez Jódar;Leg. XIII;21/05/2019;03/12/2019;N
Marisol;Sánchez Jódar;Leg. XIV;03/12/2019;17/08/2023;N
María Dolores;Sánchez López;Leg. III;15/07/1986;21/11/1989;N
María Dolores;Sánchez López;Leg. IV;21/11/1989;29/06/1993;N
María Dolores;Sánchez López;Leg. V;29/06/1993;27/03/1996;N
María Dolores;Sánchez López;Leg. VI;27/03/1996;05/04/2000;N
Sol;Sánchez Maroto;Leg. XI;13/01/2016;19/07/2016;N
Sol;Sánchez Maroto;Leg. XII;19/07/2016;21/05/2019;N
Tania;Sánchez Melero;Leg. XI;13/01/2016;19/07/2016;N
Tania;Sánchez Melero;Leg. XII;19/07/2016;21/05/2019;N
José Avelino;Sánchez Menéndez;Leg. VIII;02/04/2004;01/04/2008;N
Simón;Sánchez Montero;Leg. Const.;14/07/1977;23/03/1979;N
Simón;Sánchez Montero;Leg. I;23/03/1979;18/11/1982;N
Carlos Alberto;Sánchez Ojeda;Leg. XV;17/08/2023;;S
César;Sánchez Pérez;Leg. XIII;21/05/2019;03/12/2019;N
César;Sánchez Pérez;Leg. XIV;03/12/2019;17/08/2023;N
César;Sánchez Pérez;Leg. XV;17/08/2023;;S
Pedro;Sánchez Pérez-Castejón;Leg. IX;01/04/2008;13/12/2011;N
Pedro;Sánchez Pérez-Castejón;Leg. X;13/12/2011;13/01/2016;N
Pedro;Sánchez Pérez-Castejón;Leg. XI;13/01/2016;19/07/2016;N
Pedro;Sánchez Pérez-Castejón;Leg. XII;19/07/2016;21/05/2019;N
Pedro;Sánchez Pérez-Castejón;Leg. XIII;21/05/2019;03/12/2019;N
Pedro;Sánchez Pérez-Castejón;Leg. XIV;03/12/2019;17/08/2023;N
Pedro;Sánchez Pérez-Castejón;Leg. XV;17/08/2023;;S
Jordi;Sánchez Picanyol;Leg. XIII;21/05/2019;03/12/2019;N
Aurelio;Sánchez Ramos;Leg. VI;27/03/1996;05/04/2000;N
Aurelio;Sánchez Ramos;Leg. VII;05/04/2000;02/04/2004;N
Aurelio;Sánchez Ramos;Leg. VIII;02/04/2004;01/04/2008;N
Aurelio;Sánchez Ramos;Leg. IX;01/04/2008;13/12/2011;N
Isabel;Sánchez Robles;Leg. X;13/12/2011;13/01/2016;N
María José;Sánchez Rubio;Leg. VIII;02/04/2004;01/04/2008;N
María José;Sánchez Rubio;Leg. IX;01/04/2008;13/12/2011;N
José Luis;Sánchez Saez;Leg. II;18/11/1982;15/07/1986;N
Alfonso;Sánchez Sánchez;Leg. VI;27/03/1996;05/04/2000;N
Alfonso;Sánchez Sánchez;Leg. VII;05/04/2000;02/04/2004;N
Javier;Sánchez Serna;Leg. XI;13/01/2016;19/07/2016;N
Javier;Sánchez Serna;Leg. XII;19/07/2016;21/05/2019;N
Javier;Sánchez Serna;Leg. XIII;21/05/2019;03/12/2019;N
Javier;Sánchez Serna;Leg. XIV;03/12/2019;17/08/2023;N
Javier;Sánchez Serna;Leg. XV;17/08/2023;;S
María del Mar;Sánchez Sierra;Leg. XV;17/08/2023;;S
Salvador;Sánchez Terán Hernández;Leg. Const.;14/07/1977;23/03/1979;N
Salvador;Sánchez Terán Hernández;Leg. I;23/03/1979;18/11/1982;N
Maribel;Sánchez Torregrosa;Leg. XV;17/08/2023;;S
María Luisa;Sánchez Trancoso;Leg. X;13/12/2011;13/01/2016;N
José Luis;Sánchez Usero;Leg. III;15/07/1986;21/11/1989;N
Alicia;Sánchez-Camacho Pérez;Leg. VIII;02/04/2004;01/04/2008;N
Alicia;Sánchez-Camacho Pérez;Leg. XI;13/01/2016;19/07/2016;N
Alicia;Sánchez-Camacho Pérez;Leg. XII;19/07/2016;21/05/2019;N
Ángel;Sanchís Perales;Leg. III;15/07/1986;21/11/1989;N
Ángel;Sanchís Perales;Leg. IV;21/11/1989;29/06/1993;N
Alfredo;Sancho Guardia;Leg. XIV;03/12/2019;17/08/2023;N
Herminio Rufino;Sancho Íñiguez;Leg. XIII;21/05/2019;03/12/2019;N
Herminio Rufino;Sancho Íñiguez;Leg. XIV;03/12/2019;17/08/2023;N
Herminio Rufino;Sancho Íñiguez;Leg. XV;17/08/2023;;S
Jesús;Sancho Rof;Leg. Const.;14/07/1977;23/03/1979;N
Jesús;Sancho Rof;Leg. II;18/11/1982;15/07/1986;N
Jesús;Sancho Rof;Leg. III;15/07/1986;21/11/1989;N
José María;Sanjuán Borda;Leg. I;23/03/1979;18/11/1982;N
Carlos;Sanjuán de la Rocha;Leg. Const.;14/07/1977;23/03/1979;N
Carlos;Sanjuán de la Rocha;Leg. I;23/03/1979;18/11/1982;N
Carlos;Sanjuán de la Rocha;Leg. II;18/11/1982;15/07/1986;N
Carlos;Sanjuán de la Rocha;Leg. III;15/07/1986;21/11/1989;N
Carlos;Sanjuán de la Rocha;Leg. IV;21/11/1989;29/06/1993;N
Carlos;Sanjuán de la Rocha;Leg. V;29/06/1993;27/03/1996;N
Carlos;Sanjuán de la Rocha;Leg. VI;27/03/1996;05/04/2000;N
Carlos;Sanjuán de la Rocha;Leg. VII;05/04/2000;02/04/2004;N
Jesús;Sanjurjo González;Leg. I;23/03/1979;18/11/1982;N
Miguel;Sanmartín Losada;Leg. I;23/03/1979;18/11/1982;N
María de la Concepción de;Santa Ana Fernández;Leg. IX;01/04/2008;13/12/2011;N
María de la Concepción de;Santa Ana Fernández;Leg. X;13/12/2011;13/01/2016;N
María de la Concepción de;Santa Ana Fernández;Leg. XI;13/01/2016;19/07/2016;N
María de la Concepción de;Santa Ana Fernández;Leg. XII;19/07/2016;21/05/2019;N
Juan;Santaella Porras;Leg. VIII;02/04/2004;01/04/2008;N
Josep Antoni;Santamaría i Mateo;Leg. VIII;02/04/2004;01/04/2008;N
Josep Antoni;Santamaría i Mateo;Leg. IX;01/04/2008;13/12/2011;N
Josep Antoni;Santamaría i Mateo;Leg. X;13/12/2011;13/01/2016;N
Luis;Santamaría Ruiz;Leg. XIII;21/05/2019;03/12/2019;N
Luis;Santamaría Ruiz;Leg. XIV;03/12/2019;17/08/2023;N
Ada;Santana Aguilera;Leg. XV;17/08/2023;;S
Gustavo Adolfo;Santana Martel;Leg. VIII;02/04/2004;01/04/2008;N
Noemí;Santana Perera;Leg. XV;17/08/2023;;S
Enrique Fernando;Santiago Romero;Leg. XIII;21/05/2019;03/12/2019;N
Enrique Fernando;Santiago Romero;Leg. XIV;03/12/2019;17/08/2023;N
Enrique Fernando;Santiago Romero;Leg. XV;17/08/2023;;S
Mariano César;Santiso del Valle;Leg. V;29/06/1993;27/03/1996;N
Mariano César;Santiso del Valle;Leg. VI;27/03/1996;05/04/2000;N
Manuel;Santolaya Juesas;Leg. Const.;14/07/1977;23/03/1979;N
Eduardo;Santos Itoiz;Leg. XI;13/01/2016;19/07/2016;N
Eduardo;Santos Itoiz;Leg. XII;19/07/2016;21/05/2019;N
Ramón;Santos Jurado;Leg. II;18/11/1982;15/07/1986;N
Ramón;Santos Jurado;Leg. III;15/07/1986;21/11/1989;N
Ramón;Santos Jurado;Leg. IV;21/11/1989;29/06/1993;N
Ramón;Santos Jurado;Leg. V;29/06/1993;27/03/1996;N
Diego de los;Santos López;Leg. I;23/03/1979;18/11/1982;N
Agustín;Santos Maraver;Leg. XV;17/08/2023;;S
José Antonio;Santos Miñón;Leg. III;15/07/1986;21/11/1989;N
José Antonio;Santos Miñón;Leg. IV;21/11/1989;29/06/1993;N
María Teresa;Santos Sánchez;Leg. III;15/07/1986;21/11/1989;N
Josep;Sanus Tormo;Leg. VI;27/03/1996;05/04/2000;N
Francesc;Sanuy i Gistau;Leg. III;15/07/1986;21/11/1989;N
Concepción;Sanz Carrillo;Leg. IX;01/04/2008;13/12/2011;N
Federico;Sanz Díaz;Leg. II;18/11/1982;15/07/1986;N
Federico;Sanz Díaz;Leg. III;15/07/1986;21/11/1989;N
Federico;Sanz Díaz;Leg. IV;21/11/1989;29/06/1993;N
Federico;Sanz Díaz;Leg. V;29/06/1993;27/03/1996;N
Carlos;Sanz Díez De Ure;Leg. III;15/07/1986;21/11/1989;N
Emiliano;Sanz Escalera;Leg. IV;21/11/1989;29/06/1993;N
Emiliano;Sanz Escalera;Leg. V;29/06/1993;27/03/1996;N
Francisco Javier;Sanz Fernández;Leg. I;23/03/1979;18/11/1982;N
Francisco Javier;Sanz Fernández;Leg. II;18/11/1982;15/07/1986;N
Francisco Javier;Sanz Fernández;Leg. III;15/07/1986;21/11/1989;N
Luisa;Sanz Martínez;Leg. XV;17/08/2023;;S
Salvador;Sanz Palacio;Leg. V;29/06/1993;27/03/1996;N
Salvador;Sanz Palacio;Leg. VI;27/03/1996;05/04/2000;N
Salvador;Sanz Palacio;Leg. VII;05/04/2000;02/04/2004;N
Álvaro;Sanz Remón;Leg. X;13/12/2011;13/01/2016;N
Enrique;Sapena Granell;Leg. Const.;14/07/1977;23/03/1979;N
Enrique;Sapena Granell;Leg. I;23/03/1979;18/11/1982;N
Enrique;Sapena Granell;Leg. II;18/11/1982;15/07/1986;N
José Antonio;Sarazibar Sautua;Leg. III;15/07/1986;21/11/1989;N
Manuel de;Sárraga Gómez;Leg. Const.;14/07/1977;23/03/1979;N
Manuel de;Sárraga Gómez;Leg. I;23/03/1979;18/11/1982;N
Vicent Manuel;Sarrià Morell;Leg. XIII;21/05/2019;03/12/2019;N
Vicent Manuel;Sarrià Morell;Leg. XIV;03/12/2019;17/08/2023;N
Vicent Manuel;Sarrià Morell;Leg. XV;17/08/2023;;S
Nicolás;Sartorius Álvarez de las Asturias Bohorques;Leg. I;23/03/1979;18/11/1982;N
Nicolás;Sartorius Álvarez de las Asturias Bohorques;Leg. III;15/07/1986;21/11/1989;N
Nicolás;Sartorius Álvarez de las Asturias Bohorques;Leg. IV;21/11/1989;29/06/1993;N
Miguel Ángel;Sastre Uyá;Leg. XV;17/08/2023;;S
Joaquín;Satrústegui Fernández;Leg. I;23/03/1979;18/11/1982;N
Pedro;Saura García;Leg. VIII;02/04/2004;01/04/2008;N
Pedro;Saura García;Leg. X;13/12/2011;13/01/2016;N
Pedro;Saura García;Leg. XI;13/01/2016;19/07/2016;N
Pedro;Saura García;Leg. XII;19/07/2016;21/05/2019;N
Pedro;Saura García;Leg. XIII;21/05/2019;03/12/2019;N
Pedro;Saura García;Leg. XIV;03/12/2019;17/08/2023;N
Joan;Saura Laporta;Leg. VI;27/03/1996;05/04/2000;N
Joan;Saura Laporta;Leg. VII;05/04/2000;02/04/2004;N
José Miguel;Saval Pérez;Leg. V;29/06/1993;27/03/1996;N
Sergio;Sayas López;Leg. XIII;21/05/2019;03/12/2019;N
Sergio;Sayas López;Leg. XIV;03/12/2019;17/08/2023;N
Sergio;Sayas López;Leg. XV;17/08/2023;;S
Maria Carme;Sayós i Motilla;Leg. X;13/12/2011;13/01/2016;N
Pedro;Schwartz Girón;Leg. II;18/11/1982;15/07/1986;N
Laura Carmen;Seara Sobrado;Leg. X;13/12/2011;13/01/2016;N
Manuel;Seco Gordillo;Leg. V;29/06/1993;27/03/1996;N
Manuel;Seco Gordillo;Leg. VI;27/03/1996;05/04/2000;N
Manuel;Seco Gordillo;Leg. VII;05/04/2000;02/04/2004;N
Óscar;Seco Revilla;Leg. IX;01/04/2008;13/12/2011;N
Salvador;Sedó i Marsal;Leg. III;15/07/1986;21/11/1989;N
Salvador;Sedó i Marsal;Leg. IV;21/11/1989;29/06/1993;N
Salvador;Sedó i Marsal;Leg. V;29/06/1993;27/03/1996;N
Salvador;Sedó i Marsal;Leg. VI;27/03/1996;05/04/2000;N
Salvador;Sedó i Marsal;Leg. VII;05/04/2000;02/04/2004;N
Francisco;Segovia Solana;Leg. II;18/11/1982;15/07/1986;N
Francisco;Segovia Solana;Leg. III;15/07/1986;21/11/1989;N
José;Segura Clavell;Leg. VI;27/03/1996;05/04/2000;N
José;Segura Clavell;Leg. VII;05/04/2000;02/04/2004;N
José;Segura Clavell;Leg. VIII;02/04/2004;01/04/2008;N
José;Segura Clavell;Leg. IX;01/04/2008;13/12/2011;N
José;Segura Clavell;Leg. X;13/12/2011;13/01/2016;N
Juan Carlos;Segura Just;Leg. XIV;03/12/2019;17/08/2023;N
José;Segura Sanfeliú;Leg. II;18/11/1982;15/07/1986;N
José Antonio;Segurado García;Leg. III;15/07/1986;21/11/1989;N
José Antonio;Segurado García;Leg. IV;21/11/1989;29/06/1993;N
María Enriqueta;Seller Roca de Togores;Leg. VI;27/03/1996;05/04/2000;N
María Enriqueta;Seller Roca de Togores;Leg. VII;05/04/2000;02/04/2004;N
María Enriqueta;Seller Roca de Togores;Leg. VIII;02/04/2004;01/04/2008;N
María Enriqueta;Seller Roca de Togores;Leg. IX;01/04/2008;13/12/2011;N
Rufino;Selva Guerrero;Leg. X;13/12/2011;13/01/2016;N
Borja;Sémper Pascual;Leg. XV;17/08/2023;;S
María Teresa;Sempere Jaén;Leg. IV;21/11/1989;29/06/1993;N
María Teresa;Sempere Jaén;Leg. V;29/06/1993;27/03/1996;N
José Ignacio;Senao Gómez;Leg. IV;21/11/1989;29/06/1993;N
José Ignacio;Senao Gómez;Leg. V;29/06/1993;27/03/1996;N
Daniel;Senderos Oraá;Leg. XIV;03/12/2019;17/08/2023;N
Daniel;Senderos Oraá;Leg. XV;17/08/2023;;S
Josep;Sendra Navarro;Leg. Const.;14/07/1977;23/03/1979;N
Antonio de;Senillosa Cros;Leg. I;23/03/1979;18/11/1982;N
Alfonso de;Senillosa Ramoneda;Leg. X;13/12/2011;13/01/2016;N
Carlos;Sentís Anfruns;Leg. Const.;14/07/1977;23/03/1979;N
Carlos;Sentís Anfruns;Leg. I;23/03/1979;18/11/1982;N
Juana;Serna Masiá;Leg. VII;05/04/2000;02/04/2004;N
Juana;Serna Masiá;Leg. VIII;02/04/2004;01/04/2008;N
Juana;Serna Masiá;Leg. IX;01/04/2008;13/12/2011;N
Narcís;Serra Serra;Leg. III;15/07/1986;21/11/1989;N
Narcís;Serra Serra;Leg. IV;21/11/1989;29/06/1993;N
Narcís;Serra Serra;Leg. V;29/06/1993;27/03/1996;N
Narcís;Serra Serra;Leg. VI;27/03/1996;05/04/2000;N
Narcís;Serra Serra;Leg. VII;05/04/2000;02/04/2004;N
David;Serrada Pariente;Leg. XI;13/01/2016;19/07/2016;N
David;Serrada Pariente;Leg. XII;19/07/2016;21/05/2019;N
David;Serrada Pariente;Leg. XIII;21/05/2019;03/12/2019;N
David;Serrada Pariente;Leg. XIV;03/12/2019;17/08/2023;N
David;Serrada Pariente;Leg. XV;17/08/2023;;S
María Arenales;Serrano Argüello;Leg. X;13/12/2011;13/01/2016;N
Pilar Auxiliadora;Serrano Boigas;Leg. XI;13/01/2016;19/07/2016;N
Bibiano;Serrano Calurano;Leg. X;13/12/2011;13/01/2016;N
Daniel;Serrano Coronado;Leg. X;13/12/2011;13/01/2016;N
Francisco;Serrano Hijano;Leg. III;15/07/1986;21/11/1989;N
Bizente;Serrano Izko;Leg. X;13/12/2011;13/01/2016;N
María Jesús;Serrano Jiménez;Leg. XI;13/01/2016;19/07/2016;N
María Jesús;Serrano Jiménez;Leg. XII;19/07/2016;21/05/2019;N
José Enrique;Serrano Martínez;Leg. X;13/12/2011;13/01/2016;N
José Enrique;Serrano Martínez;Leg. XII;19/07/2016;21/05/2019;N
Juan Francisco;Serrano Martínez;Leg. XIII;21/05/2019;03/12/2019;N
Juan Francisco;Serrano Martínez;Leg. XIV;03/12/2019;17/08/2023;N
Juan Francisco;Serrano Martínez;Leg. XV;17/08/2023;;S
Antonio Jesús;Serrano Vinué;Leg. VI;27/03/1996;05/04/2000;N
Yolanda;Seva Ruiz;Leg. XIII;21/05/2019;03/12/2019;N
